Price,Status,Area,Rate Per Sqft,Property Type,Locality,Builder Name,Rera Approval,Bhk_Count,Society,Company Name,Flat Type
13500000,Ready to move,1400,9700,2 BHK Apartment in Vatika Primrose Floors,Sector 82,WADHWA REALTORS,Not Approved,2,Vatika Primrose Floors,Vatika,Apartment
15500000,Ready to move,1600,9700,3 BHK Apartment in Vatika Primrose Floors,Sector 82,WADHWA REALTORS,Not Approved,3,Vatika Primrose Floors,Vatika,Apartment
8545000,Ready to move,881,9700,2 BHK Apartment in Vatika Primrose Floors,Sector 82,WADHWA REALTORS,Not Approved,2,Vatika Primrose Floors,Vatika,Apartment
27000000,Ready to move,1600,16875,3 BHK Apartment in Emaar Emerald Floors Premier,Sector 65,WADHWA REALTORS,Not Approved,3,Emaar Emerald Floors Premier,Emaar,Apartment
25800000,Ready to move,2010,12835,4 BHK Apartment in Tulip Violet,Sector 69,WADHWA REALTORS,Not Approved,4,Tulip Violet,Tulip,Apartment
42000000,Ready to move,3200,13125,4 BHK Apartment in Tata Primanti,Sector 72,WADHWA REALTORS,Not Approved,4,Tata Primanti,Tata,Apartment
5600000,Ready to move,675,8296,2 BHK Independent House,Sector 104,Silverkeys realestate,Not Approved,2,Outside Socity,Outside,Plot
2700000,Ready to move,279,9677,1 BHK Independent House,Sector 104,Silverkeys realestate,Not Approved,1,Outside Socity,Outside,Plot
5800000,Ready to move,450,12888,3 BHK Independent House,Sector 104,home,Not Approved,3,Outside Socity,Outside,Plot
5000000,Under Construction,495,10101,2 BHK Independent House,Sector 105,Property In Gurgaon,Not Approved,2,Outside Socity,Outside,Plot
5234000,Under Construction,450,11631,3 BHK Independent House,Sector 105,properties for sale in Gurgaon,Not Approved,3,Outside Socity,Outside,Plot
4830000,Ready to move,540,8944,2 BHK Independent House,Sector 104,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
5500000,Under Construction,675,8148,2 BHK Independent House,Sector 104,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
6500000,Ready to move,450,14444,3 BHK Independent House,Sector 105,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
5500000,Ready to move,630,8730,3 BHK Independent House,Sector 105,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
5800000,Ready to move,522,11111,3 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
5000000,Ready to move,450,11111,3 BHK Independent House,Sector 105,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
8000000,Under Construction,693,11544,3 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
5400000,Under Construction,513,10526,3 BHK Independent House,Sector 105,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
10500000,Ready to move,900,11666,3 BHK Independent House,Ashok Vihar Phase II,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
4600000,Ready to move,564,8156,2 BHK Independent House,Sector 104,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
7500000,Ready to move,603,12437,3 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
4800000,Ready to move,450,10666,2 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
6000000,Ready to move,500,12000,2 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
2700000,Ready to move,279,9677,1 BHK Independent House,Sector 104,Lannyard Advisors Companies,Not Approved,1,Outside Socity,Outside,Plot
5600000,Ready to move,675,8296,2 BHK Independent House,Sector 104,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
5800000,Ready to move,504,11507,3 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
7200000,Ready to move,486,14814,3 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
5800000,Ready to move,522,11111,3 BHK Independent House,Sector 3A,home,Not Approved,3,Outside Socity,Outside,Plot
5000000,Ready to move,450,11111,3 BHK Independent House,Sector 105,Property In Gurgaon,Not Approved,3,Outside Socity,Outside,Plot
8000000,Under Construction,693,11544,3 BHK Independent House,Sector 3A,properties for sale in Gurgaon,Not Approved,3,Outside Socity,Outside,Plot
5500000,Under Construction,450,12222,2 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
7000000,Ready to move,558,12544,3 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,3,Outside Socity,Outside,Plot
5000000,Under Construction,495,10101,2 BHK Independent House,Sector 105,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
6000000,Ready to move,540,11111,2 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,2,Outside Socity,Outside,Plot
6000000,Ready to move,612,9803,4 BHK Independent House,Sector 3A,Lannyard Advisors Companies,Not Approved,4,Outside Socity,Outside,Plot
23000000,Ready to move,1108,20801,3 BHK Apartment in Godrej Meridien,Sector 106,Lannyard Advisors Companies,Not Approved,3,Godrej Meridien,Godrej,Apartment
39500000,Ready to move,1900,20801,3 BHK Apartment in Godrej Meridien,Sector 106,Lannyard Advisors Companies,Not Approved,3,Godrej Meridien,Godrej,Apartment
23300000,Ready to move,1121,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Lannyard Advisors Companies,Not Approved,3,Godrej Meridien,Godrej,Apartment
21300000,Ready to move,1025,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Meridien,Godrej,Apartment
25500000,Ready to move,1227,20801,3 BHK Apartment in Godrej Meridien,Sector 106,home,Not Approved,3,Godrej Meridien,Godrej,Apartment
41600000,Ready to move,2002,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Property In Gurgaon,Not Approved,3,Godrej Meridien,Godrej,Apartment
56500000,Ready to move,2720,20801,4 BHK Apartment in Godrej Meridien,Sector 106,properties for sale in Gurgaon,Not Approved,4,Godrej Meridien,Godrej,Apartment
34400000,Ready to move,1657,20800,4 BHK Apartment in Godrej Meridien,Sector 106,Gravity Advisors Pvt Ltd,Not Approved,4,Godrej Meridien,Godrej,Apartment
42600000,Ready to move,2050,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Meridien,Godrej,Apartment
38500000,Ready to move,1855,20801,3 BHK Apartment in Godrej Meridien,Sector 106,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Meridien,Godrej,Apartment
36000000,Ready to move,1732,20801,2 BHK Apartment in Godrej Meridien,Sector 106,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Meridien,Godrej,Apartment
16900000,Ready to move,817,20800,2 BHK Apartment in Godrej Meridien,Sector 106,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Meridien,Godrej,Apartment
57200000,Ready to move,2750,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Gravity Advisors Pvt Ltd,Not Approved,4,Godrej Meridien,Godrej,Apartment
29100000,Ready to move,1400,20801,2 BHK Apartment in Godrej Meridien,Sector 106,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Meridien,Godrej,Apartment
15000000,Ready to move,1534,9778,2 BHK Apartment in M3M Woodshire,Sector 107,Gravity Advisors Pvt Ltd,Not Approved,2,M3M Woodshire,M3M,Apartment
14000000,Ready to move,1534,9126,2 BHK Apartment in M3M Woodshire,Sector 107,Gravity Advisors Pvt Ltd,Not Approved,2,M3M Woodshire,M3M,Apartment
45000000,Ready to move,2880,15625,4 BHK Independent Floor in DLF Phase 1,Sector 26 Gurgaon,Gravity Advisors Pvt Ltd,Not Approved,4,DLF Phase 1,DLF,Floor
26500000,Ready to move,2150,12325,3 BHK Independent Floor in Raheja Greenwood City Floors,Sector 45,Mangalam infratech,Not Approved,3,Raheja Greenwood City Floors,Raheja,Floor
10100000,Under Construction,1439,7018,3 BHK Independent Floor in Signature Global Park 1,Sector 36 Sohna,Mangalam infratech,Approved,3,Signature Global Park 1,Signature,Floor
9500000,Under Construction,1457,6520,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,SANDEEP RADHE ASSOCIATES,Approved,3,Eldeco Acclaim,Eldeco,Apartment
29500000,Ready to move,3840,7682,4 BHK Independent Floor,Sector 51,SANDEEP RADHE ASSOCIATES,Not Approved,4,Outside Socity,Outside,Plot
20000000,Ready to move,1900,10526,3 BHK Apartment in Experion The Heartsong,Sector 108,Rainbow Realty RERA-311,Not Approved,3,Experion The Heartsong,Experion,Apartment
20000000,Ready to move,1376,14534,2 BHK Apartment in TATA TATA La Vida,Sector 113,Rainbow Realty RERA-311,Not Approved,2,TATA TATA La Vida,TATA,Apartment
22500000,Ready to move,1579,14249,3 BHK Apartment in TATA TATA La Vida,Sector 113,SANDEEP RADHE ASSOCIATES,Not Approved,3,TATA TATA La Vida,TATA,Apartment
1275000,Ready to move,540,2361,1 BHK Independent Floor,Sector 48,home,Not Approved,1,Outside Socity,Outside,Plot
32500000,Ready to move,3500,9285,4 BHK Independent Floor in Kibithu Kibithu Homes,Sector 47,Property In Gurgaon,Not Approved,4,Kibithu Kibithu Homes,Kibithu,Floor
23000000,Ready to move,1852,12419,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,properties for sale in Gurgaon,Not Approved,3,Shapoorji Pallonji JoyVille,Shapoorji,Apartment
15000000,Ready to move,1215,12345,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,MAA KARNI PROPERTIES,Not Approved,2,Shapoorji Pallonji JoyVille,Shapoorji,Apartment
15500000,Ready to move,1215,12757,2 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Amit,Not Approved,2,Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment
5300000,Ready to move,600,8833,2 BHK Apartment in ROF Aalayas,Sector 102,Dream House,Not Approved,2,ROF Aalayas,ROF,Apartment
17000000,Ready to move,1650,10303,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Dream House,Not Approved,3,Emaar Gurgaon Greens,Emaar,Apartment
900000,Ready to move,215,4186,1 RK Studio Apartment in Emaar Gurgaon Greens,Sector 102,Dream House,Not Approved,1,Emaar Gurgaon Greens,Emaar,Apartment
4500000,Ready to move,500,9000,2 BHK Apartment in ROF Aalayas,Sector 102,Dream House,Not Approved,2,ROF Aalayas,ROF,Apartment
17100000,Ready to move,1650,10363,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Dream House,Not Approved,3,Emaar Gurgaon Greens,Emaar,Apartment
17500000,Ready to move,1650,10606,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Dream House,Not Approved,3,Emaar Gurgaon Greens,Emaar,Apartment
14500000,Ready to move,1215,11934,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Dream House,Not Approved,2,Shapoorji Pallonji JoyVille,Shapoorji,Apartment
21000000,Ready to move,1692,12411,3 BHK Apartment in Shapoorji Pallonji Joyville Gurugram II,Sector 102,Dream House,Not Approved,3,Shapoorji Pallonji Joyville Gurugram II,Shapoorji,Apartment
42500000,Ready to move,4500,9444,4 BHK Independent Floor in BPTP Amstoria Farm Villas,Sector 102,Dream House,Not Approved,4,BPTP Amstoria Farm Villas,BPTP,Floor
42000000,Ready to move,4500,9333,4 BHK Independent Floor in BPTP Amstoria Farm Villas,Sector 102,Dream House,Not Approved,4,BPTP Amstoria Farm Villas,BPTP,Floor
41500000,Ready to move,4500,9222,4 BHK Independent Floor in BPTP Amstoria Farm Villas,Sector 102,Dream House,Not Approved,4,BPTP Amstoria Farm Villas,BPTP,Floor
12800000,Ready to move,1430,8951,3 BHK Apartment in Mapsko Casa Bella,Sector 82,Dream House,Not Approved,3,Mapsko Casa Bella,Mapsko,Apartment
13500000,Ready to move,1735,7780,3 BHK Apartment in Vatika Gurgaon 21,Sector 83,Dream House,Not Approved,3,Vatika Gurgaon 21,Vatika,Apartment
15000000,Ready to move,1735,8645,3 BHK Apartment in Vatika Gurgaon 21,Sector 83,Dream House,Not Approved,3,Vatika Gurgaon 21,Vatika,Apartment
17000000,Ready to move,1582,10745,3 BHK Independent Floor in Vatika India Next,Sector 82,home,Not Approved,3,Vatika India Next,Vatika,Floor
9000000,Ready to move,1271,7081,2 BHK Independent Floor in Vatika India Next,Sector 82,Property In Gurgaon,Not Approved,2,Vatika India Next,Vatika,Floor
16000000,Ready to move,1582,10113,3 BHK Independent Floor in Vatika India Next,Sector 82,properties for sale in Gurgaon,Not Approved,3,Vatika India Next,Vatika,Floor
16500000,Ready to move,1890,8730,3 BHK Apartment in Vatika Gurgaon 21,Sector 83,Impex Estates India Private Limited,Not Approved,3,Vatika Gurgaon 21,Vatika,Apartment
26800000,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Impex Estates India Private Limited,Approved,3,Trehan Luxury Floors 71,Trehan,Apartment
21500000,Under Construction,1611,13400,3 BHK Independent Floor in Trehan Luxury Floors 71,Sector 71,Impex Estates India Private Limited,Approved,3,Trehan Luxury Floors 71,Trehan,Floor
31200000,Under Construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Impex Estates India Private Limited,Approved,3,Signature Global Deluxe DXP,Signature,Apartment
36400000,Under Construction,2800,13000,4 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Rainbow Realty RERA-311,Approved,4,Signature Global Deluxe DXP,Signature,Apartment
20600000,Ready to move,1671,12356,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,3,Godrej Nature Plus,Godrej,Apartment
28600000,Under Construction,2200,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Rainbow Realty RERA-311,Approved,3,Signature Global Deluxe DXP,Signature,Apartment
16100000,Ready to move,1311,12356,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,2,Godrej Nature Plus,Godrej,Apartment
16100000,Ready to move,1310,12356,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,2,Godrej Nature Plus,Godrej,Apartment
18800000,Ready to move,1528,12356,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,2,Godrej Nature Plus,Godrej,Apartment
17300000,Ready to move,1405,12356,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,2,Godrej Nature Plus,Godrej,Apartment
20200000,Ready to move,1640,12356,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,3,Godrej Nature Plus,Godrej,Apartment
17100000,Ready to move,1385,12356,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,2,Godrej Nature Plus,Godrej,Apartment
24500000,Ready to move,1986,12356,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,3,Godrej Nature Plus,Godrej,Apartment
19200000,Ready to move,1557,12356,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,3,Godrej Nature Plus,Godrej,Apartment
24600000,Ready to move,1996,12356,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Rainbow Realty RERA-311,Not Approved,3,Godrej Nature Plus,Godrej,Apartment
12600000,Ready to move,1465,8621,2 BHK Apartment in Ashiana Mulberry,Sector 2 Sohna,Rainbow Realty RERA-311,Not Approved,2,Ashiana Mulberry,Ashiana,Apartment
10400000,Ready to move,1210,8621,2 BHK Apartment in Ashiana Mulberry,Sector 2 Sohna,home,Not Approved,2,Ashiana Mulberry,Ashiana,Apartment
10300000,Ready to move,1200,8621,2 BHK Apartment in Ashiana Mulberry,Sector 2 Sohna,Property In Gurgaon,Not Approved,2,Ashiana Mulberry,Ashiana,Apartment
14900000,Ready to move,1730,8621,3 BHK Apartment in Ashiana Mulberry,Sector 2 Sohna,properties for sale in Gurgaon,Not Approved,3,Ashiana Mulberry,Ashiana,Apartment
11000000,Under Construction,1205,9130,3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Rainbow Realty RERA-311,Approved,3,Signature Global City 81 Phase 2,Signature,Apartment
9814000,Under Construction,1075,9130,2 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Rainbow Realty RERA-311,Approved,2,Signature Global City 81 Phase 2,Signature,Apartment
10800000,Under Construction,1190,9130,3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Rainbow Realty RERA-311,Approved,3,Signature Global City 81 Phase 2,Signature,Apartment
14500000,Under Construction,1275,11378,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,2,Ashiana Anmol,Ashiana,Apartment
13400000,Under Construction,1179,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,3,Ashiana Anmol,Ashiana,Apartment
13700000,Under Construction,1205,11378,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,2,Ashiana Anmol,Ashiana,Apartment
18700000,Ready to move,1440,13000,3 BHK Apartment in Signature Global City 37D,Sector 37D,Rainbow Realty RERA-311,Not Approved,3,Signature Global City 37D,Signature,Apartment
20200000,Under Construction,1776,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,3,Ashiana Anmol,Ashiana,Apartment
54100000,Ready to move,2300,23554,3 BHK Apartment in Signature Global City 37D,Sector 37D,Rainbow Realty RERA-311,Not Approved,3,Signature Global City 37D,Signature,Apartment
13400000,Under Construction,1180,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,3,Ashiana Anmol,Ashiana,Apartment
16200000,Ready to move,1250,13000,3 BHK Apartment in Signature Global City 37D,Sector 37D,Rainbow Realty RERA-311,Not Approved,3,Signature Global City 37D,Signature,Apartment
19500000,Under Construction,1720,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,3,Ashiana Anmol,Ashiana,Apartment
12800000,Ready to move,990,13000,2 BHK Apartment in Signature Global City 37D,Sector 37D,Rainbow Realty RERA-311,Not Approved,2,Signature Global City 37D,Signature,Apartment
14300000,Under Construction,1262,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,3,Ashiana Anmol,Ashiana,Apartment
22300000,Under Construction,1960,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,3,Ashiana Anmol,Ashiana,Apartment
11300000,Under Construction,996,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,3,Ashiana Anmol,Ashiana,Apartment
8873000,Under Construction,780,11375,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Rainbow Realty RERA-311,Approved,2,Ashiana Anmol,Ashiana,Apartment
12600000,Under Construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,home,Approved,2,Signature Global City 79 B,Signature,Apartment
12600000,Under Construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Property In Gurgaon,Approved,2,Signature Global City 79 B,Signature,Apartment
12600000,Under Construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,properties for sale in Gurgaon,Approved,2,Signature Global City 79 B,Signature,Apartment
12600000,Under Construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Realty RERA-311,Approved,2,Signature Global City 79 B,Signature,Apartment
28800000,Under Construction,2408,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Realty RERA-311,Approved,3,Signature Global City 79 B,Signature,Apartment
18300000,Under Construction,1525,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Realty RERA-311,Approved,2,Signature Global City 79 B,Signature,Apartment
15900000,Under Construction,1325,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Realty RERA-311,Approved,2,Signature Global City 79 B,Signature,Apartment
24400000,Under Construction,2035,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Realty RERA-311,Approved,3,Signature Global City 79 B,Signature,Apartment
18700000,Under Construction,1566,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Realty RERA-311,Approved,2,Signature Global City 79 B,Signature,Apartment
21900000,Under Construction,1831,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Realty RERA-311,Approved,3,Signature Global City 79 B,Signature,Apartment
