Price,Status,Area,Rate Per Sqft,Property Type,Locality,Builder Name,Rera Approval,Bhk_Count,Society,Company Name,Flat Type
75300000,Ready to move,3141,24000,3 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,3,DLF The Crest,DLF,Apartment
84400000,Ready to move,3518,24000,3 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,3,DLF The Crest,DLF,Apartment
102000000,Ready to move,2686,37978,3 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,3,DLF The Crest,DLF,Apartment
134400000,Ready to move,3541,37977,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
134200000,Ready to move,3536,37978,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
134100000,Ready to move,3532,37978,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
134000000,Ready to move,3529,37977,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
152700000,Ready to move,4022,37978,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
92500000,Ready to move,2644,34984,3 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,3,DLF The Crest,DLF,Apartment
101500000,Ready to move,2673,37977,3 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,3,DLF The Crest,DLF,Apartment
118300000,Ready to move,3116,37978,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
148300000,Ready to move,3907,37978,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
90000000,Ready to move,2370,37977,2 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,2,DLF The Crest,DLF,Apartment
119000000,Ready to move,3134,37978,3 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,3,DLF The Crest,DLF,Apartment
128900000,Ready to move,5605,23000,4 BHK Villa in Emaar Marbella,Sector 66,Proptiger,Not Approved,4,Emaar Marbella,Emaar,Villa
186700000,Ready to move,8120,23000,5 BHK Villa in Emaar Marbella,Sector 66,Proptiger,Not Approved,5,Emaar Marbella,Emaar,Villa
149900000,Ready to move,6520,23000,5 BHK Villa in Emaar Marbella,Sector 66,Proptiger,Not Approved,5,Emaar Marbella,Emaar,Villa
33600000,Ready to move,2407,14000,4 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,home,Not Approved,4,Central Park Aqua Front Towers,Central,Apartment
32000000,Under Construction,2000,16000,3 BHK Apartment in M3M Skycity,Sector 65,Property In Gurgaon,Approved,3,M3M Skycity,M3M,Apartment
36400000,Ready to move,2600,14000,4 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,properties for sale in Gurgaon,Not Approved,4,Central Park Aqua Front Towers,Central,Apartment
25000000,Ready to move,1789,14000,3 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Proptiger,Not Approved,3,Central Park Aqua Front Towers,Central,Apartment
20900000,Under Construction,1310,16000,2 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,2,M3M Skycity,M3M,Apartment
30900000,Under Construction,1932,16000,3 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,3,M3M Skycity,M3M,Apartment
22200000,Ready to move,1590,14000,3 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Proptiger,Not Approved,3,Central Park Aqua Front Towers,Central,Apartment
28800000,Under Construction,1800,16000,3 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,3,M3M Skycity,M3M,Apartment
29800000,Ready to move,2134,14000,3 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Proptiger,Not Approved,3,Central Park Aqua Front Towers,Central,Apartment
32600000,Under Construction,2040,16000,3 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,3,M3M Skycity,M3M,Apartment
20400000,Under Construction,1280,16000,2 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,2,M3M Skycity,M3M,Apartment
32800000,Under Construction,2054,16000,3 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,3,M3M Skycity,M3M,Apartment
20100000,Under Construction,1261,16000,2 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,2,M3M Skycity,M3M,Apartment
21700000,Under Construction,1358,16000,2 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,2,M3M Skycity,M3M,Apartment
29200000,Under Construction,1828,16000,3 BHK Apartment in M3M Skycity,Sector 65,Proptiger,Approved,3,M3M Skycity,M3M,Apartment
30000000,Ready to move,2103,14300,3 BHK Apartment in DLF The Ultima,Sector 81,Proptiger,Not Approved,3,DLF The Ultima,DLF,Apartment
40400000,Ready to move,2831,14300,4 BHK Apartment in DLF The Ultima,Sector 81,Proptiger,Not Approved,4,DLF The Ultima,DLF,Apartment
27500000,Ready to move,1930,14300,3 BHK Apartment in DLF The Ultima,Sector 81,Proptiger,Not Approved,3,DLF The Ultima,DLF,Apartment
255900000,Ready to move,11635,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
66900000,Ready to move,3043,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
104300000,Ready to move,4742,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,home,Not Approved,4,M3M Golf Estate,M3M,Apartment
49200000,Ready to move,2240,22000,2 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,Not Approved,2,M3M Golf Estate,M3M,Apartment
49000000,Ready to move,2230,22000,2 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,2,M3M Golf Estate,M3M,Apartment
77100000,Ready to move,3505,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
65500000,Ready to move,2979,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
65600000,Ready to move,2985,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
77200000,Ready to move,3510,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
100700000,Ready to move,4581,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
108700000,Ready to move,4944,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
82100000,Ready to move,3732,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
70400000,Ready to move,3203,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
198000000,Ready to move,9000,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,5,M3M Golf Estate,M3M,Apartment
82600000,Ready to move,3756,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
81500000,Ready to move,3705,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
81400000,Ready to move,3702,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
109800000,Ready to move,4992,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
293500000,Ready to move,13343,21999,5 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,5,M3M Golf Estate,M3M,Apartment
246900000,Ready to move,11224,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,5,M3M Golf Estate,M3M,Apartment
109200000,Ready to move,4968,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
139700000,Ready to move,6351,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,5,M3M Golf Estate,M3M,Apartment
105200000,Ready to move,4785,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,home,Not Approved,4,M3M Golf Estate,M3M,Apartment
141900000,Ready to move,6450,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,Not Approved,5,M3M Golf Estate,M3M,Apartment
68500000,Ready to move,3117,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
68500000,Ready to move,3114,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
68400000,Ready to move,3112,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
106600000,Ready to move,4847,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
106500000,Ready to move,4845,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
80300000,Ready to move,3652,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
68800000,Ready to move,3129,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
114600000,Ready to move,5210,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
172700000,Ready to move,7851,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,5,M3M Golf Estate,M3M,Apartment
114000000,Ready to move,5185,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
73500000,Ready to move,3344,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
85500000,Ready to move,3887,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
113500000,Ready to move,5163,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
113500000,Ready to move,5160,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
90100000,Ready to move,4096,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
104300000,Ready to move,4742,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
85500000,Ready to move,3888,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
73900000,Ready to move,3363,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
68800000,Ready to move,3129,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
114600000,Ready to move,5210,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,4,M3M Golf Estate,M3M,Apartment
84300000,Ready to move,3836,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
84500000,Ready to move,3844,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
84500000,Ready to move,3843,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
84700000,Ready to move,3850,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
114800000,Ready to move,5219,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
83500000,Ready to move,3799,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
297000000,Ready to move,13500,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,5,M3M Golf Estate,M3M,Apartment
88300000,Ready to move,4015,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,home,Not Approved,3,M3M Golf Estate,M3M,Apartment
96000000,Ready to move,4366,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,Not Approved,4,M3M Golf Estate,M3M,Apartment
133300000,Ready to move,6060,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
98500000,Ready to move,4480,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
87200000,Ready to move,3968,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
87200000,Ready to move,3967,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
75800000,Ready to move,3449,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
87600000,Ready to move,3986,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
75900000,Ready to move,3454,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
75900000,Ready to move,3452,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
120800000,Ready to move,5492,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,4,M3M Golf Estate,M3M,Apartment
75000000,Ready to move,3410,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
63400000,Ready to move,2882,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
63800000,Ready to move,2900,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
85700000,Ready to move,3898,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
85900000,Ready to move,3909,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
62700000,Ready to move,2850,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
86100000,Ready to move,3918,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,3,M3M Golf Estate,M3M,Apartment
129800000,Ready to move,5900,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,Proptiger,Not Approved,5,M3M Golf Estate,M3M,Apartment
32000000,Under Construction,2002,16000,3 BHK Apartment in Godrej Grandeur,Sector 106,Proptiger,Approved,3,Godrej Grandeur,Godrej,Apartment
29600000,Under Construction,1855,16000,3 BHK Apartment in Godrej Grandeur,Sector 106,home,Approved,3,Godrej Grandeur,Godrej,Apartment
26400000,Ready to move,2400,11000,4 BHK Apartment in Tulip Tulip Ivory,Sector 70,Property In Gurgaon,Not Approved,4,Tulip Tulip Ivory,Tulip,Apartment
42300000,Ready to move,3850,11000,4 BHK Apartment in Tulip Tulip Ivory,Sector 70,properties for sale in Gurgaon,Not Approved,4,Tulip Tulip Ivory,Tulip,Apartment
50600000,Ready to move,4600,11000,5 BHK Apartment in Tulip Tulip Ivory,Sector 70,Proptiger,Not Approved,5,Tulip Tulip Ivory,Tulip,Apartment
86700000,Ready to move,3771,23000,3 BHK Apartment in M3M Panorama Suites,Sector 65,Proptiger,Not Approved,3,M3M Panorama Suites,M3M,Apartment
85300000,Ready to move,3709,23000,3 BHK Apartment in M3M Panorama Suites,Sector 65,Proptiger,Not Approved,3,M3M Panorama Suites,M3M,Apartment
85800000,Ready to move,3733,23000,3 BHK Apartment in M3M Panorama Suites,Sector 65,Proptiger,Not Approved,3,M3M Panorama Suites,M3M,Apartment
86100000,Ready to move,3747,23000,3 BHK Apartment in M3M Panorama Suites,Sector 65,Proptiger,Not Approved,3,M3M Panorama Suites,M3M,Apartment
90200000,Ready to move,3925,23000,5 BHK Apartment in Vipul Belmonte,Sector 53,Proptiger,Not Approved,5,Vipul Belmonte,Vipul,Apartment
71500000,Ready to move,3110,23000,4 BHK Apartment in Vipul Belmonte,Sector 53,Proptiger,Not Approved,4,Vipul Belmonte,Vipul,Apartment
45500000,Under Construction,4140,11000,4 BHK Apartment in SS Linden,Sector 84,Proptiger,Approved,4,SS L,SS,Apartment
56300000,Ready to move,2450,23000,3 BHK Apartment in Vipul Belmonte,Sector 53,Proptiger,Not Approved,3,Vipul Belmonte,Vipul,Apartment
17100000,Under Construction,1558,11000,4 BHK Apartment in SS Linden,Sector 84,Proptiger,Approved,4,SS L,SS,Apartment
17000000,Under Construction,1554,11000,4 BHK Apartment in SS Linden,Sector 84,Proptiger,Approved,4,SS L,SS,Apartment
41300000,Under Construction,3762,11000,4 BHK Apartment in SS Linden,Sector 84,Proptiger,Approved,4,SS L,SS,Apartment
29000000,Under Construction,2637,11000,4 BHK Apartment in SS Linden,Sector 84,Proptiger,Approved,4,SS L,SS,Apartment
16300000,Under Construction,1488,11004,4 BHK Apartment in SS Linden,Sector 84,Proptiger,Approved,4,SS L,SS,Apartment
16600000,Under Construction,1518,11000,4 BHK Apartment in SS Linden,Sector 84,Proptiger,Approved,4,SS L,SS,Apartment
57700000,Ready to move,3850,15000,4 BHK Villa in TATA Primanti UberLuxe,Sector 72,Proptiger,Not Approved,4,TATA Primanti UberLuxe,TATA,Villa
38200000,Ready to move,2550,15000,3 BHK Villa in TATA Primanti UberLuxe,Sector 72,Proptiger,Not Approved,3,TATA Primanti UberLuxe,TATA,Villa
86100000,Ready to move,3747,23000,3 BHK Apartment in M3M Panorama Suites,Sector 65,home,Not Approved,3,M3M Panorama Suites,M3M,Apartment
90200000,Ready to move,3925,23000,5 BHK Apartment in Vipul Belmonte,Sector 53,Property In Gurgaon,Not Approved,5,Vipul Belmonte,Vipul,Apartment
71500000,Ready to move,3110,23000,4 BHK Apartment in Vipul Belmonte,Sector 53,properties for sale in Gurgaon,Not Approved,4,Vipul Belmonte,Vipul,Apartment
14400000,Ready to move,2215,6507,4 BHK Apartment in DLF Regal Gardens,Sector 90,Proptiger,Not Approved,4,DLF Regal Gardens,DLF,Apartment
13800000,Ready to move,1330,10451,4 BHK Apartment in Godrej Summit,Sector 104,Proptiger,Not Approved,4,Godrej Summit,Godrej,Apartment
15900000,Ready to move,1541,10382,4 BHK Apartment in Godrej Summit,Sector 104,Proptiger,Not Approved,4,Godrej Summit,Godrej,Apartment
10800000,Ready to move,1048,10410,3 BHK Apartment in Godrej Summit,Sector 104,Proptiger,Not Approved,3,Godrej Summit,Godrej,Apartment
115900000,New,6822,17000,Residential Plot in Emaar Emerald Hills Exclusive Plots,Sector 65,Proptiger,Not Approved,0,Emaar Emerald Hills Exclusive Plots,Emaar,Plot
53500000,New,3150,17000,Residential Plot in Emaar Emerald Hills Exclusive Plots,Sector 65,Proptiger,Not Approved,0,Emaar Emerald Hills Exclusive Plots,Emaar,Plot
172800000,New,10170,17000,Residential Plot in Emaar Emerald Hills Exclusive Plots,Sector 65,Proptiger,Not Approved,0,Emaar Emerald Hills Exclusive Plots,Emaar,Plot
169500000,New,9972,17000,Residential Plot in Emaar Emerald Hills Exclusive Plots,Sector 65,Proptiger,Not Approved,0,Emaar Emerald Hills Exclusive Plots,Emaar,Plot
179700000,New,10575,17000,Residential Plot in Emaar Emerald Hills Exclusive Plots,Sector 65,Proptiger,Not Approved,0,Emaar Emerald Hills Exclusive Plots,Emaar,Plot
76500000,New,4500,17000,Residential Plot in Emaar Emerald Hills Exclusive Plots,Sector 65,home,Not Approved,0,Emaar Emerald Hills Exclusive Plots,Emaar,Plot
40800000,New,2403,17000,Residential Plot in Emaar Emerald Hills Exclusive Plots,Sector 65,Property In Gurgaon,Not Approved,0,Emaar Emerald Hills Exclusive Plots,Emaar,Plot
22000000,New,1614,13692,Residential Plot in Pyramid Imperial Estate,Sector 70A,properties for sale in Gurgaon,Approved,0,Pyramid Imperial Estate,Pyramid,Plot
21400000,New,786,27388,Residential Plot in Pyramid Imperial Estate,Sector 70A,Proptiger,Approved,0,Pyramid Imperial Estate,Pyramid,Plot
21400000,New,1613,13329,Residential Plot in Pyramid Imperial Estate,Sector 70A,Proptiger,Approved,0,Pyramid Imperial Estate,Pyramid,Plot
55000000,Under Construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Proptiger,Approved,4,Godrej Aristocrat,Godrej,Apartment
68400000,Under Construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,Proptiger,Approved,4,Godrej Aristocrat,Godrej,Apartment
65500000,Under Construction,1751,37407,4 BHK Apartment in Godrej Aristocrat,Sector 49,Proptiger,Approved,4,Godrej Aristocrat,Godrej,Apartment
33600000,Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Proptiger,Approved,3,Godrej Aristocrat,Godrej,Apartment
54600000,Under Construction,3850,14200,4 BHK Apartment in Ganga Nandaka,Sector 84,Proptiger,Approved,4,Ganga Nandaka,Ganga,Apartment
38400000,Under Construction,1109,34625,3 BHK Apartment in Godrej Aristocrat,Sector 49,Proptiger,Approved,3,Godrej Aristocrat,Godrej,Apartment
43300000,Under Construction,3051,14200,3 BHK Apartment in Ganga Nandaka,Sector 84,Proptiger,Approved,3,Ganga Nandaka,Ganga,Apartment
37800000,Under Construction,1091,34678,3 BHK Apartment in Godrej Aristocrat,Sector 49,Proptiger,Approved,3,Godrej Aristocrat,Godrej,Apartment
34700000,Under Construction,1002,34665,3 BHK Apartment in Godrej Aristocrat,Sector 49,Proptiger,Approved,3,Godrej Aristocrat,Godrej,Apartment
65000000,Under Construction,3268,19889,4 BHK Independent Floor in DLF Independent Floors At DLF City Phase III,Sector 24,Proptiger,Approved,4,DLF Independent Floors At DLF City Phase III,DLF,Floor
40000000,Under Construction,2250,17777,4 BHK Apartment in DLF Independent Floors At DLF City Phase III,Sector 24,Proptiger,Approved,4,DLF Independent Floors At DLF City Phase III,DLF,Apartment
26800000,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Proptiger,Approved,3,Trehan Luxury Floors 71,Trehan,Apartment
21500000,Under Construction,1611,13400,3 BHK Independent Floor in Trehan Luxury Floors 71,Sector 71,Proptiger,Approved,3,Trehan Luxury Floors 71,Trehan,Floor
44100000,Under Construction,1464,30127,4 BHK Apartment in Godrej Zenith,Sector 89,Proptiger,Approved,4,Godrej Zenith,Godrej,Apartment
52000000,Under Construction,1726,30144,4 BHK Apartment in Godrej Zenith,Sector 89,Proptiger,Approved,4,Godrej Zenith,Godrej,Apartment
81200000,Under Construction,4927,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Property In Gurgaon,Approved,4,Whiteland The Aspen,Whiteland,Apartment
37700000,Under Construction,2290,16500,3 BHK Apartment in Whiteland The Aspen,Sector 76,properties for sale in Gurgaon,Approved,3,Whiteland The Aspen,Whiteland,Apartment
125100000,Under Construction,7582,16500,5 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,5,Whiteland The Aspen,Whiteland,Apartment
68100000,Under Construction,4128,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,4,Whiteland The Aspen,Whiteland,Apartment
112800000,Under Construction,6838,16500,5 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,5,Whiteland The Aspen,Whiteland,Apartment
64100000,Under Construction,3890,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,4,Whiteland The Aspen,Whiteland,Apartment
46100000,Under Construction,2795,16500,3 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,3,Whiteland The Aspen,Whiteland,Apartment
112600000,Under Construction,6828,16500,5 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,5,Whiteland The Aspen,Whiteland,Apartment
48400000,Under Construction,2937,16500,3 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,3,Whiteland The Aspen,Whiteland,Apartment
86100000,Under Construction,5223,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,4,Whiteland The Aspen,Whiteland,Apartment
83800000,Under Construction,5082,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,4,Whiteland The Aspen,Whiteland,Apartment
66800000,Under Construction,4054,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,4,Whiteland The Aspen,Whiteland,Apartment
122900000,Under Construction,7452,16500,5 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,5,Whiteland The Aspen,Whiteland,Apartment
66600000,Under Construction,4038,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,4,Whiteland The Aspen,Whiteland,Apartment
53500000,Under Construction,3243,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,4,Whiteland The Aspen,Whiteland,Apartment
100500000,Under Construction,6096,16500,5 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,5,Whiteland The Aspen,Whiteland,Apartment
45600000,Under Construction,2766,16500,3 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,3,Whiteland The Aspen,Whiteland,Apartment
64300000,Under Construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,Proptiger,Approved,4,DLF Privana,DLF,Apartment
60900000,Under Construction,3695,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Proptiger,Approved,4,Whiteland The Aspen,Whiteland,Apartment
208100000,Under Construction,12613,16499,4 BHK Independent House in Whiteland The Aspen,Sector 76,home,Approved,4,Whiteland The Aspen,Whiteland,House
60700000,Under Construction,3680,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Property In Gurgaon,Approved,4,Whiteland The Aspen,Whiteland,Apartment
27500000,Under Construction,1250,22000,1 BHK Apartment in Krisumi Waterside Residence,Sector 36A,properties for sale in Gurgaon,Approved,1,Krisumi Waterside Residence,Krisumi,Apartment
22000000,Under Construction,1000,22000,1 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Proptiger,Approved,1,Krisumi Waterside Residence,Krisumi,Apartment
54000000,Under Construction,2700,20000,3 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Proptiger,Approved,3,Krisumi Waterside Residence,Krisumi,Apartment
45000000,Under Construction,2250,20000,3 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Proptiger,Approved,3,Krisumi Waterside Residence,Krisumi,Apartment
